class,text
C000008,"&nbsp&nbsp&nbsp&nbsp继跨行取现收费后,银联卡跨行查询收费终于“开闸”,交通银行成为首家将收取该项费用的国内银行。记者昨日还从业内了解到,其他银行短期内没有“跟进”的计划。
&nbsp&nbsp&nbsp&nbsp根据交行昨日发布的公告,下月起,将对太平洋卡持卡人收取每笔0.3元的跨行查询费。交行称,依据相关规定,向太平洋卡持卡人收取在境内跨系统自助设备上的查询交易手续费、在境外ATM上的查询交易手续费,同时调整在境外ATM上的取现交易手续费收费标准。境内外自助设备查询交易手续费和境外ATM取现交易手续费在办理查询或取现交易完成的同时,在太平洋卡账户内实时扣收。
&nbsp&nbsp&nbsp&nbsp据中国银联内部人士透露,银联与各家银行早已就收取跨境跨行查询交易收费以及调整跨境取现交易手续费标准等事宜达成共识,并将有关函件发至银行,“何时向持卡人收取上述费用则由银行自己决定。”
&nbsp&nbsp&nbsp&nbsp据介绍,跨行查询收费的理由主要是查询功能已经占用了银联网络相当一部分资源,而且跨行查询收费是国际惯例,境外卡组织都对这一服务收取费用。记者了解到,中国银联的发展思路包括重要的一项内容,即对服务项目收取少量收费以弥补成本支出。
&nbsp&nbsp&nbsp&nbsp记者昨日联系的多家商业银行均表示,目前没有跨行查询收费计划,但并不排除未来开始收取的可能。“各家银行的情况不同,将根据市场反应作出决定。”某国有银行人士告诉记者。
&nbsp&nbsp&nbsp&nbsp银行业内人士表示,虽然银联是向银行收取跨行查询费,但该笔费用迟早会通过银行渠道,转嫁到消费者头上,“但大多数持卡人并不会因为‘微不足道’的收费而更换发卡行。”
&nbsp&nbsp&nbsp&nbsp从2003年起,沪上的工、农、中、建等银行相继将ATM跨行取款的收费转嫁到本行持卡人,每笔收费约为2元。
&nbsp&nbsp&nbsp&nbsp不过,有法律界人士提出,从本次银行卡跨行查询费以及此前的年费等可以看出,消费者在收费业务方面与银行业之间处于弱势地位。如果银行业未改善服务而随意变更收费项目,无疑是对消费者合法权益的损害,所以如何控制经营者滥用“收费权利”是管理层的一项重要任务。"
C000008,"&nbsp&nbsp&nbsp&nbsp本公司及董事会全体成员保证公告内容的真实、准确和完整,没有虚假记载、误导性陈述或者重大遗漏。
&nbsp&nbsp&nbsp&nbsp吉林森林工业股份有限公司于2006年4月18日以书面送达和电话方式向公司董事发出召开第三届董事会第十一次会议通知,会议于2006年4月29日在公司会议室召开。会议由董事长田树华先生主持,应到董事11人,实到董事9人,董事杜崇军先生因公出差委托田树华先生出席会议并代为表决,独立董事周光辉先生因公出差委托果敢先生出席会议并代为表决。全体监事列席了会议。本次董事会的召开符合有关法律法规和《公司章程》的规定。会议审议并通过了以下议案：
&nbsp&nbsp&nbsp&nbsp审议通过了《公司董事会关于董事长调整的议案》。
&nbsp&nbsp&nbsp&nbsp表决结果：11票同意,0票反对,0票弃权。
&nbsp&nbsp&nbsp&nbsp1、公司董事长田树华先生鉴于公司业务发展的需要,请求辞去董事长职务。公司董事会同意田树华先生辞去董事长职务。
&nbsp&nbsp&nbsp&nbsp2、根据《公司法》、《上市公司治理准则》和《公司章程》的有关规定,董事会选举柏广新先生为公司第三届董事会董事长,选举田树华先生为公司第三届董事会副董事长,任期从即日起至本届董事会期满之日止。
&nbsp&nbsp&nbsp&nbsp吉林森林工业股份有限公司董事会
&nbsp&nbsp&nbsp&nbsp二○○六年四月二十九日"
C000008,"　　来源：审计署网站
　　从国资委获悉：《中央企业综合绩效评价管理暂行办法》今天开始实施。根据该办法，国资委今后将按照优、良、中、低、差五个等级对中央企业进行综合绩效评价，评价结果将成为央企负责人年度和任期考核的重要参考指标。
　　据了解，国资委出台该办法意在加强对中央企业的财务监督，规范企业综合绩效评价工作，综合反映企业资产运营质量，促进提高资本回报水平，正确引导企业经营行为。
　　《办法》规定，综合绩效评价是对照相应行业评价标准，对企业特定经营期间的盈利能力、资产质量、债务风险、经营增长以及管理状况等进行的综合评判。企业综合绩效评价由财务绩效定量评价和管理绩效定性评价两部分组成。
　　《办法》称，财务绩效定量评价是指对企业一定期间的盈利能力、资产质量、债务风险和经营增长四个方面进行定量对比分析和评判。财务绩效定量评价标准将按照不同行业、不同规模及指标类别，分别测算出优秀值、良好值、平均值、较低值和较差值五个档次。管理绩效定性评价指标包括企业发展战略的确立与执行、经营决策、发展创新、风险控制、基础管理、人力资源、行业影响、社会贡献等方面，管理绩效定性评价标准不进行行业划分，将划分为优、良、中、低、差五个档次给出评价。（记者赵峡）　　"
C000008,"&nbsp&nbsp&nbsp&nbsp本公司董事会及董事保证所载内容真实、准确和完整,不存在虚假记载、误导性陈述和重大遗漏。
&nbsp&nbsp&nbsp&nbsp根据中国证监会证监发[2005]51 号《上市公司回购社会公众股份管理办法(试行)》的规定,现将回购情况公告如下：截止到2006年4月底,公司尚未回购股份。
&nbsp&nbsp&nbsp&nbsp特此公告。
&nbsp&nbsp&nbsp&nbsp华电能源股份有限公司
&nbsp&nbsp&nbsp&nbsp二○○六年五月十日"
C000008,"&nbsp&nbsp&nbsp&nbsp上海豫园旅游商城股份有限公司股票价格已连续三个交易日达到涨幅限制
，根据有关规定，公司特作如下公告：
&nbsp&nbsp&nbsp&nbsp公司目前不存在应披露而未披露的重大事项。公司指定的信息披露媒体为
《上海证券报》、《中国证券报》和上海证券交易所网站http://www.sse.com
.cn，请广大投资者理性投资，注意投资风险。
&nbsp&nbsp&nbsp&nbsp
"
C000008,"&nbsp&nbsp&nbsp&nbsp北京期房有高达六成没有售出,这是北京市建委近日发布的。北京市建委是直接管理北京房地产的政府部门,其发布的信息是最权威的。然而,房地产开发商却并不认可这一数据,市场反映出的信息似乎也与之有些出入。
&nbsp&nbsp&nbsp&nbsp尽管我国房地产行业数据杂乱、相互矛盾已是见怪不怪,但是有近60%的期房没有卖出,而房价还能一个劲地往上窜,是放之四海而皆准的商品经济规律在我们这有特色的市场经济中失灵了？还是另有隐情？
&nbsp&nbsp&nbsp&nbsp在北京房地产交易网上可以发现,显示出的楼盘销售主要是两种情况,即以红色为代表的“已签约房”,和以绿色为代表的“可售房”,至于“不可售房”和“已预定房”是很少的。
&nbsp&nbsp&nbsp&nbsp售房情况似乎可以一目了然,但从许多房屋销售处得到的信息却复杂的多。售房人员会告诉你,许多房子虽在网上是“绿色的可售房”,但已经有人定购了,并交了定金,只是还未签订合同。据售楼人员介绍,房地产开发商从收取购房者定金起,少则要求购房者3天后签订合同,多则有一周的时间。这期间购者仍可以退房,但对其它购房人来讲,这些房子已是售出的房子了,也就不能选购了。
&nbsp&nbsp&nbsp&nbsp比如北京南城的某项目,网上显示仅其1#、3#和5#楼就有超过100套房子是可售的。但其销售人员表示,早在今年2月份其房子都已售完了。之所以仍有不少房子显示为“可售房”,是由于开发商变更名称耽误了两个月的时间。
&nbsp&nbsp&nbsp&nbsp售楼人员还有更为明确的理由：未售出的房子不卖了,是开发商留下的。广安门附近的一家楼盘就是如此。根据网上显示的情况,仅其10#、11#楼仍有19套房子是可售的。但销售人员表示,这些房子公司不卖了,至于为何不卖,她并不知道。
&nbsp&nbsp&nbsp&nbsp而在马莲道附近的另一处楼盘,网上显示有几套房子为“可售房”,但其售楼人员表示,那是与公司有关系的人员预订的,只是还未签合同而已。
&nbsp&nbsp&nbsp&nbsp可见,“已被预订”是开发商对网上信息的基本解释。
&nbsp&nbsp&nbsp&nbsp但北京房地产交易管理网的有关人员却表示,其网上显示的信息是绝对准确的。根据规定,预定房子也要通过网上认购,私下认购或者说不通过网上认购是违规的。
&nbsp&nbsp&nbsp&nbsp这就是说,房地产开发商提供的信息只有两种可能：一种是开发商以房子被人预订为由,故意制造虚假的销售繁荣；第二种是开发商在违规进行私下认购。
&nbsp&nbsp&nbsp&nbsp对于前者,前几年房地产市场刚起步时确实存在这种情况,因为那时人们还认识不到房地产的增值潜力,加之普通消费者的收入状况也没有达到现在的水平,所以开发商需要采取一些非常“手段”。但现在需求这么旺盛,还需要这样做吗？对于后者,开发商会冒着违规受处罚而进行私下认购吗？
&nbsp&nbsp&nbsp&nbsp业内人士分析,制造虚假繁荣虽然手段一样,但过去与现在的目的却不完全相同：之前的目的只是为了尽快卖出房子,获得一定的利润；而现在则是要尽量保留房子,以获得更大利润。
&nbsp&nbsp&nbsp&nbsp但这里必须有个前提,就是开发商有十分把握房价会继续上涨。
&nbsp&nbsp&nbsp&nbsp“机关”可能在这儿。因此,让房价上涨是开发商们的首要工作,制造虚假的销售繁荣就是根本手段,当然还不忘找许多理由让人们相信：
&nbsp&nbsp&nbsp&nbsp房地产不同于普通商品,有保值的功能,世界上没有一个国家的房地产价格是下跌的；我国人多地少,土地稀缺；源源不断地农民大军还在涌入城里,扩大对房地产的需求……
&nbsp&nbsp&nbsp&nbsp但必须相信：让老百姓安居乐业住房所需要的土地肯定是够的,增加土地和住房的供应其实并不困难。
&nbsp&nbsp&nbsp&nbsp目前看,首先要消除房地产开发商的违规行为,保证信息透明,加大处罚力度应是必须的,有关部门似乎正这样做。如果这近60%的期房能真正投向市场,相信不会对房价没有影响。"
C000008,"&nbsp&nbsp&nbsp&nbsp一季度经营状况良好
&nbsp&nbsp&nbsp&nbsp在国内需求增长的带动下,G苏长电(行情,论坛)(600584)在2006年第一季度生产经营状况良好,各项经营指标比上年同期均有较高的增长。公司一季度实现主营业务收入38066.16万元,比上年同期增长41.86％；实现主营业务利润7467.23万元,比上年同期增长42.95％；实现利润总额1488.58万元,比上年同期增长17.03％；实现净利润993.42万元,比上年同期增长39.38％。
&nbsp&nbsp&nbsp&nbsp2006年第一季度,公司的主营业务收入和主营业务利润与上年同期相比均有较大的增长,另外,公司的营业费用控制的较好,与上年同期相比只增长了4.50％,但由于公司扩大生产规模,增加了短期借款,财务费用的同比增长了79.26％,远高于主营业务收入的增长幅度。
&nbsp&nbsp&nbsp&nbsp产品结构调整成果显著
&nbsp&nbsp&nbsp&nbsp2005年,公司销售集成电路35.31亿块,分立器件117.43亿只,分别比同期增长32.50％和19.09％,产销率达到了98.96％和100.59％。在2005年,公司的产品结构调整成果显著,新型片式元器件占产销量的比例平均达到了68％,比2004年提高了19个百分点。另外公司也减少了低端集成电路产品的比例,增加高附加值的封测产品。公司产品结构的调整使公司的盈利能力有所提高,公司2005年的毛利率达到了21.23％,比2004年提高了0.42个百分点。
&nbsp&nbsp&nbsp&nbsp出口收入占据半壁江山
&nbsp&nbsp&nbsp&nbsp公司不断推出新产品,积极调整产品结构和进一步完善品质保证体系,赢得了境外客户的信任,公司的出口业务连续三年都出现快速增长,2005年同比增长了53.98％,出口收入占主营业务收入的比重达到了47.70％。
&nbsp&nbsp&nbsp&nbsp新投资项目成为增长点
&nbsp&nbsp&nbsp&nbspFBP(Flat Bump Package)平面凸点式封装是公司的最新研究成果,FBP在体积上可以比QFN更小、更薄,真正满足轻薄短小的市场需求,其稳定的可靠性能,杰出的低阻抗、高散热、超导电性能同时满足了现在的IC设计趋势。另外FBP独特的凸点式引脚设计也使焊接更简单、更牢固。公司投资1.13亿元组建年产4亿块FBP封装检测生产线将在下半年有望量产。公司目前正在大力开拓市场,寻找更多的客户。
&nbsp&nbsp&nbsp&nbsp另外,公司投资6500万元的年产14亿只片式SOD/SOT系列封测生产线也将投产。公司在2006年计划实现销售收入16.5亿元,同比增长12％,分立期间销售130亿只,同比增长11.2％；集成电路销售40亿块,同比增长13.28％。新项目将成为公司的盈利增长点,为公司实现经营目标提供了有力保障。
&nbsp&nbsp&nbsp&nbsp风险因素提示
&nbsp&nbsp&nbsp&nbsp首先,集成电路行业风险较大。今年前两个月,集成电路行业逐步复苏。从去年第四季度开始,全球集成电路行业开始走出周期性的低谷,步入新一轮增长期。很多跨国企业纷纷加大在华投资转移的力度,推动中国集成电路行业快速增长。数据显示,1-2月份中国集成电路行业完成销售收入343亿元,同比增长45％。国际集成电路行业景气一直波动较大,如果国际集成电路行业景气度出现较大回落,国内市场也受到一定的影响,也将对公司的生产经营产生一定的负面影响。
&nbsp&nbsp&nbsp&nbsp其次,人民币升值的风险。自2005年7月21日,我国实施汇改以来,人民币已经累计升值3％,而且人民币在2006年将维持升值态势。由于公司目前产品的出口已经接近总销售收入的50％,人民币汇率升高,将对公司的盈利造成一定的负面影响。
&nbsp&nbsp&nbsp&nbsp此外,我国集成电路产业的技术含量较低。尽管中国IC产业发展迅速,但仍处在国际产业价值链条的低端位置。缺乏基础研究实力和自主知识产权,使得中国在IC产业发展上仍处于较被动的地位。中国与世界先进国家的差距不仅体现在市场份额上,更体现在研发、行业标准、知识产权、人才等更为基础的领域。以下游的封装环节为例,中国与先进国家在综合实力对比上仍至少相差15年至20年,产品技术水平至少落后3至4代。此外,我国在相关的IC制造设备、原材料等方面也高度依赖进口,这无疑对产业发展带来很强的制约力。
&nbsp&nbsp&nbsp&nbsp投资建议
&nbsp&nbsp&nbsp&nbsp我们谨慎的给予G苏长电(行情,论坛)的投资评级为:未来12个月内,跑赢大市。
&nbsp&nbsp&nbsp&nbspG苏长电(行情,论坛)昨日收盘价8.39元,涨7.02％。"
C000008,"&nbsp&nbsp&nbsp&nbsp5月8日的行情火暴上演,在外围股市接连新高,以及伦敦金属交易价格连续走高的刺激下。个大主力纷纷精彩表现,600028中国石化(行情,论坛)和G长电(行情,论坛)等大盘指标股带领指数攻城拔寨。盘中主流资金活跃明显,而房地产资金,有流入股市的强烈欲望。5月9日早盘仅仅稍微在8日收盘指数附近停留一会,就继续展开猛烈攻势,牛市氛围浓重！短期内股指将保持连续攻击的惯性和态势。在纷繁复杂的热点中,我们发现最近东方证券的品种,表现尤为抢眼。600423,600366,000099和600169等,经过仔细筛选,我们看中了000755G三维(行情,论坛)。
&nbsp&nbsp&nbsp&nbsp1)原油危机,成就G三维(行情,论坛)000755的投资机会。
&nbsp&nbsp&nbsp&nbsp近年来,国际能源危机不断,原油价格长期高企,一方面导致了新燃料能源系列上市公司形成业绩预增预期,受到各路资金追捧；另一方面也导致了以原油为原材料系列的化工产品价格的不断上涨。但是,另外一些不通过原油,而是通过其它途径生产的化工产品则实现了利润爆增。关注G三维(行情,论坛)(000755),公司是国内唯一一家通过电解法生产丁二醇的上市公司,由于同行其它企业都是采用石油为原料,而近年来全球能源危机不断,石油价格长期高企,丁二醇系列产品市场价格也相应不断上涨。
&nbsp&nbsp&nbsp&nbsp2)技术垄断,业绩激增。
&nbsp&nbsp&nbsp&nbsp对于山西三维来说,其生产技术的独家垄断,导致业绩大幅增长,年报实现净利润大幅增长112%。
&nbsp&nbsp&nbsp&nbsp电解法生产丁二醇带来暴利公司主要装置BDO和PTMEG都是国内唯一的万吨级装置。公司是国内最大的BDO生产商。随着国内首套万吨级γ-丁内酯装置顺利投入运行使公司在国内BDO及其下游系列产品领域的龙头地位正式形成。值得注意的是,公司BDO是世界上最先进的以电石乙炔为原料的低压淤浆床Reppe法丁二醇生产装置,在同行其它企业则用原油为原材料生产,随着国际油价高企,相关丁二醇系列化工产品价格也不断上涨,这使得山西三维生产的丁二醇毛利率达50.52%。为此,公司05年年报顺利实现了每股收益0.22元,每股净资产3.845元,实现主营业务收入150800.79万元,同比增长31.57%,而事先净利润6844.64万元,同比增长112.13%,其成长性相当突出。
&nbsp&nbsp&nbsp&nbsp按照公司当前的生产状况,由于外部经营环境的有效改善,特别是供电严重短缺的状况明显好转,而其生产丁二醇的同行其它企业则因为石油价格的高企,不得不将产品出厂价长期保持在高位,相应来说,山西山维受益明显。事实上,按照当前的市场趋势,由于丁二醇系列化工产品的市场主导定价还是由原油价格来决定的,只要原油价格不低于50美元,对山西三维来说就绝对是暴利。加上当前全球能源形势相当紧张,因此估计公司整个06年业绩同样将实现继续实现大幅增长。
&nbsp&nbsp&nbsp&nbsp3)多个新项目成长性相当可期另外,公司现有电石法生产BDO项目产能的翻番。早在两年前,公司新增PVA生产线的投产贡献；两个新建电厂的陆续投产；20万吨粗笨精制投产后的贡献；干胶粉、脲醛树脂和多聚甲醛项目的贡献。公司的技术基础在于公司对其主导产品聚乙烯醇(PVA)生产技术的深刻领悟,公司的机遇在于偶然获得了世界上唯一的电石法生产BDO的全套设备,具有行业垄断特性。公司的技术保证来源于从董事长开始至上而下对技术的执着--这三点构成了公司的核心技术竞争力。
&nbsp&nbsp&nbsp&nbsp去年以来,公司还有多个项目已经或即将投产:拟投资3.68亿元建设的1,4-丁二醇下游系列产品项目PTMEG,期末共投入2.9亿元,目前已经试生产；拟投资18471万元建设的γ-丁内酯系列,期末共投入3760万元,目前已经试生产；拟投资3000万元建设的聚乙烯醇项目,期末共投入5161万元,目前正在试车等等,这样在建和建成的项目共有10个之多,公司未来业绩持续增长可期。
&nbsp&nbsp&nbsp&nbsp4)技术走势上酝酿突破。该股强势走出""V""形反转,加速向上突破形态,短线来看,该股在展开调整时出现了明显的缩量,前期深入介入该股的机构主力并没出现派发。而随着行情的展开,特别是该股短线回到10日线上方,明显具有强烈拉升的意图。而股改后的连续放量,蕴藏着东方证券等大主力的身影。作为东方证券的后续品种,其后市上扬空间十分广阔,投资机会不容错过。"
C000008,"&nbsp&nbsp&nbsp&nbsp本公司及公司全体董事、监事及高级管理人员保证公告内容真实、准确和完整，没有虚假记载、误导性陈述或者重大遗漏。
&nbsp&nbsp&nbsp&nbsp公司于2004 年6 月28 日向社会首次公开发行1,500 万股普通股股票，募集资金净额为17,714 万元，其中计划用于“建立企业技术中心项目”的募集资金为2,000 万元。根据该项目的实际实施情况和公司发展的需要，提议变更 “建立企业技术中心项目” 部分募集资金投向，具体情况如下：
&nbsp&nbsp&nbsp&nbsp一、“建立企业技术中心项目”原计划和实际实施情况
&nbsp&nbsp&nbsp&nbsp建立企业技术中心项目的募集资金计划投资总额为2,000 万元。截止到2005年底，实际投资金额为153.12 万元，尚未使用募集资金为1,846.88 万元，完成投资进度的7.66%，已投资的支出内容主要为技术中心生化产品研发设备的购买。“建立企业技术中心项目”原计划在位于浙江省临安市玲珑经济开发区的公司老厂区实施，为了能综合利用公司收购的""杭州亚华企业公司青山湖培训中心""，该项目跟随公司总部办公场地的搬迁而变更到""杭州亚华企业公司青山湖培训中心""。上述项目实施地点变更业经公司董事会二届十次会议审议批准。
&nbsp&nbsp&nbsp&nbsp二、变更“建立企业技术中心项目”募集资金投向的具体原因
&nbsp&nbsp&nbsp&nbsp“建立企业技术中心项目”未能按计划的进度投入主要是因为公司发展战略的调整。2005 年初公司开始实施向医药、保健食品领域拓展的战略决策，公司的经营研发重心也开始向医药保健食品转移，公司在向医药保健品领域拓展过程中需要大量的资金投入，此次变更项目资金使用用途有利于集中公司资源发展医药、保健类产品，为公司向医药保健品领域战略成功转型提供资金支持。2005年公司在医药保健食品方面研发费用近600 万元，已大幅高于公司在生化领域的研发投入，公司在生化领域实施大规模的研发投入的紧迫性和必要性发生了变化，故2005 年来该项目未进行大额投入。根据当前公司发展战略，为集中资金实力发展和培育公司医药保健品产品，以及提高募集资金的使用效率，故提议该项目尚未使用的其余资金变更用于年产5 亿片骨青春乐缘片和4 亿片清清尤清红曲黄酮片生产线技术改造项目建设和技术中心药业研发部的建设。
&nbsp&nbsp&nbsp&nbsp三、变更募集资金投向的内容及新投资项目情况
&nbsp&nbsp&nbsp&nbsp1、年产5 亿片骨青春乐缘片和4 亿片清清尤清红曲黄酮片生产线技术改造项目
&nbsp&nbsp&nbsp&nbsp该项目总投资3200 万元(其中固定资产1600 万)，该项目设计产能为5 亿片/年骨青春牌乐缘片和4 亿片/年清清尤清牌红曲黄酮片。此次变更“建立企业技术中心项目”募集资金1600 万元用于该项目建设。本项目工程投资范围主要包括中药提取车间、保健品车间、污水处理站、配电房、消防水池塘建设。该项目土地预审、规划选址、环评等相关手续已基本结束，立项批文尚待临安市发展和改革局批准。
&nbsp&nbsp&nbsp&nbsp2、“建立企业技术中心项目”中原计划应用于生化领域的其余研发投入资金246.88 万元变更为应用于医药、保健品领域，研发投入包括研发设备采购和技术中心办公设施的建设，研发设备包括采购包括气相色谱仪、液相色谱仪、自动旋光仪、薄层扫描仪、骨密度检测仪等实验和检测分析设备。技术中心药业研发部建设地点在临安经济开发区药业分公司综合办公楼四楼。
&nbsp&nbsp&nbsp&nbsp四、本次变更募集资金后新项目的市场前景和风险提示
&nbsp&nbsp&nbsp&nbsp年产5 亿片骨青春乐缘片和4 亿片清清尤清红曲黄酮片生产线技术改造项目是按照2007 年、2008 年公司经营发展规划要求来建设，设计年产5 亿片骨青春牌乐缘片和年产4 亿片清清尤清牌红曲黄酮片。经公司充分的市场调研，上述产品都具有广阔的市场前景：骨青春牌乐缘片对早期预防以及帮助骨质疏松症患者的康复有安全性高，使用效果好的特点；清清尤清牌红曲黄酮片为天然的他汀类中药，无任何毒副作用，除含有洛伐他丁外，还含有大豆异黄酮等物质，在降低胆固醇的同时，还能降低甘油三脂，充分体现了中药多种成分协同作用，综合调理的优势，对防治高脂血症有显著的效果。上述产品全部达产后能新增年产值68400 万元，预期投资回收期 30 个月，其中包括建设期12 个月，具有显著的经济效益。
&nbsp&nbsp&nbsp&nbsp本项目投资效益的实现需依靠公司成功的开发上述产品市场，医药、保健品市场的开发具有较大的不确定性，届时可能达不到预期的收益水平。
&nbsp&nbsp&nbsp&nbsp原计划应用于生化领域研发的其余资金变更为应用于医药、保健品领域将提高公司的医药、保健食品领域自主研发能力，增强公司的在该领域的发展后劲。
&nbsp&nbsp&nbsp&nbsp特此公告
&nbsp&nbsp&nbsp&nbsp浙江杭州鑫富药业股份有限公司
&nbsp&nbsp&nbsp&nbsp董 事 会
&nbsp&nbsp&nbsp&nbsp二OO 六年五月十日"
C000008,"　　券商报告称：应由3726万元下调至－3.2亿元
　　本报记者郝渊侃发自上海
　　鸿仪系旗下上市公司互保情况严重在资本市场中已算不上什么秘密，但是，其中部分上市公司的实际处境有可能远比其财务报表反映的状况糟糕，却鲜为人知。*ST亚华（000918.SZ）就是其中之一。
　　近期，有券商对*ST亚华的资产负债状况进行了调查，发现公司账上资产严重不实、或有负债金额巨大、对外担保情况严重、现金流很不健康。
　　根据实施调查的券商得出的结论，*ST亚华的净资产应下调至－32010万元，而不是2005年年报的3726万元。历史遗留问题
　　*ST亚华下属多家企业，涉及多种业务，其中核心业务为乳业和种业，乳业是*ST亚华的支柱业务。2005年，公司乳业主营业务利润占*ST亚华的77%，种业主营业务利润占*ST亚华的10%。
　　实施调查的券商称，总体上乳业部分资产质量较好，没有过多的历史包袱。而种业部分的资产状况就远不及乳业部分。种业分棉花种子和种苗种子两部分。
　　由于历史原因，棉花分公司的应收账款和其他应收款预计收回的可能性很低，目前企业已经计提了相应的坏账准备。棉花分公司目前在市场占有垄断地位，销售模式采用先款后货的方式，因此基本没有新形成的应收账款。
　　种苗分公司资产负债情况较为复杂，很大一部分为历史遗留，据了解，挂在种苗公司账上的往来款总体可收回性很差。
　　对于边沿业务，*ST亚华正进行转让置换（涉及亚华大酒店、亚华岳州公司、亚华科技公司、亚华科学院、亚泰生物公司、亚华置业公司）。应收不可收回令资产不实？
　　截至2005 年12 月31 日，*ST亚华账面应收款净额近5.54亿元。上述券商调查认为,按照目前各项应收款的实际情况，应调减2.03亿元至3.51亿元。经过下列各项调整，*ST亚华2005年底的净资产3726万元应调整为－16594万元，其中2188万元资产未取得产权凭证。种苗分公司：潜在损失逾亿元
　　上述券商认为，种苗分公司情况最为复杂，同时也是应收款可收回性最差的部分：
　　2005年度，种苗分公司应收账款13117万元（已提准备1709万元）,经了解,应收款项很大一部分为以前年度发生，可收回性很低，企业没有完全计提坏账，这部分潜在损失约有1个亿；其他应收款1216万元（已提准备440万元）,金额多为以前年度发生,金额不大，笔数较多，可收回性差；预付账款1193万元，也存在年限较久，可收回性差的问题。
　　在可回收性较差的前提下，*ST亚华仅对种苗分公司的1.43亿元应收账款和其他应收款计提了2149万元，实施调查的券商认为应当全部计提。棉花分公司：预计还需计提1650万元
　　棉花分公司的情况较种苗分公司略好，但调查报告认为也存在计提不足的情况：
　　棉花分公司应收账款1353万元（已计提准备911万元）,主要为历史原因遗留下的款项，预计收回的可能性很低，目前企业已经计提了相应的坏账准备。
　　分公司其他应收款1835万元（已计提准备169万元），主要的其他应收款为应收桃源县良种棉加工厂1825万元，系历史遗留问题。调查报告认为，虽然每年还有零星的收回（2005年收回140万元）,但预计继续收回的可能性很低，这笔应收款账上按10%计提准备，明显计提不足，预计还需计提1650万元。其他应收款：需补提4274万元
　　上述券商调查显示，除种业部分外，*ST亚华本身还有3.27亿元的应收款需在原来计提4903万元的基础上补提4274万元（附：*ST亚华前十大其他应收款）。
　　实施调查的券商还发现，南山分公司的应收账款需补提367万元,其他应收款需补提124万元，未提准备的预付款也需补提76.5万元；亚华乳业其他应收款至少应补提9.989万元。长期股权投资：全额亏损
　　上述券商调查显示，*ST亚华的长期股权投资19559万元已经全部亏损，其中泰阳证券初始投资成本2.34亿元、亚华科技初始投资成本2822万，账上均做全额亏损，余额为零。
　　此外，*ST亚华还有其他应付款12694万元：其中中科智集团有限公司3190万元（审计调整后数额为2339万元），性质为企业间资金占用，利率为零；农业综合开发办公室2929万元，已逾期。
　　除了应收款、其他应收款、预付款外，*ST亚华下属部分企业的部分房产、土地使用权未取得产权凭证，涉及金额2188万元。对外担保严重或有负债金额巨大？
　　截至2006 年1 月31 日，*ST亚华涉及对外担保59137.2万元,其中逾期债务担保为29837.2万元。近6亿元的对外担保中，为控股股东及其关联方担保18067.2万元，为控股公司担保11956万元，为参股公司担保6100万元，为其他公司担保 23014 万元。
　　上述担保中，有8起涉及诉讼，*ST亚华均为被告，主要是*ST国瓷（600286.SH）、已退市的嘉瑞新材、G水殖（600257.SH）的担保借款纠纷，共涉及诉讼标的金额25108万元。
　　8起诉讼中，有些法院已经判定*ST亚华对借款本息承担连带责任，报告认为，未判决的诉讼中*ST亚华败诉的可能性也很大，很可能需要按照涉诉标的金额支付款项。
　　虽然*ST亚华在被判支付款项后，可向其他相关人主张权利，但*ST国瓷（600286.SH）、张家界（000430.SZ）、泰阳证券等相关企业的自身资产状况也已堪忧，嘉瑞新材更是已经退市，追偿的结果可想而知。
　　上述券商认为，若*ST亚华败诉，且无法按期支付相应金额给原告，则相应冻结的资产将被迫转让，涉及*ST亚华主要盈利资产——亚华乳业64.4%的股权、南山乳品80%的股权和亚华宾佳乐99%的股权，当然，还有泰阳证券2.339亿股股份。
　　剔除8起诉讼中*ST亚华大股东湖南省农业集团有限公司作为共同被告的一起诉讼，按其余涉诉金额的70%预估，将有14713万元成为*ST亚华的损失，账上*ST亚华已计提的负债为4164万元，*ST亚华还需承担 10549 万元。
　　上述券商认为，如果加上这部分损失后，*ST亚华的净资产从-16594 万元降至-27143 万元。
　　扣除已涉诉的担保，剩余逾期债务担保金额为21670.04万元。报告认为，将涉及*ST国瓷、嘉瑞新材的逾期未诉讼担保8100万元按70%预计损失，将其他逾期债务担保按10%预计损失，*ST亚华可能承担7027万元损失，扣除已经为这些担保计提的2160万元，*ST亚华还需承担 4867 万元。
　　如此，*ST亚华的净资产需进一步下调至－32010万元。需4个亿才能盘活资产？
　　对上述券商的调查结果，*ST亚华方面的解释是：公司的财务报表经过审计，按照账龄法计提。
　　但是，这能够反映*ST亚华净资产的真实情况吗？有接近*ST亚华高层的人士向《第一财经(相关:理财 证券)日报》透露，*ST亚华将在半年报中，计提嘉瑞新材和*ST国瓷的相关担保约2亿元，届时*ST亚华的财务报表可想而知。
　　“*ST亚华现在需要大约4个亿的资金,才能够盘活资产。”上述人士同时透露。这是否也可看做上述结论的佐证呢？
　　而*ST亚华的优质资产亚华乳业却有64.4%的股权遭到冻结，最后一根救命稻草还存变数。"
