class,text
C000013,"&nbsp; 
　　如果你邂逅了一位性感的异性，你希望在什么地方遇到对方？
　　A、电梯
　　B、咖啡厅
　　C、饭店
　　D、游泳池

答案解析：
　　选择答案A:这暗示着你有很强烈的偷情欲望，而且是那种神不知、鬼不觉地享受。你会有这种想法，大概和你长期性压抑有关。你可望在一个封闭的空间中，不受任何限制的狂欢作乐，由此看来，你是一个很希望能够尽情享受性趣，而又不受任何打扰的人，你的性爱关应该是属于享受型的。

　　选择答案B:你如果想在咖啡厅里邂逅异性，暗示着你是个很注重做爱气氛的人。或许你们邂逅的咖啡厅，就是你先意识中进入做爱行动的第一站，这第一站通常是调情的地方。性爱对你来讲，不仅是肉体的享受，更是精神的享受。此外，你还希望整个过程能够尽善尽美，可以陶醉在一个迷人的气氛中。由此看来，你是个很有品位的人，不仅在生活中如此，在性方面也很有想象力。

　　选择答案C:如果你选择在饭店，可以推断出，你对性的需求很强烈。而且渴望开门见山、单刀直入的人。对你来讲，性可能纯粹是个发泄或享乐的游戏，通常你不会喜欢太旧或太复杂的准备工作，只要你的性致以来，就很快地想进行。你是个冲动派的人。

　　选择答案D:选这个答案，说明你比较注重性伴侣的身材，对你来讲，做爱不仅是性欲的发泄，而且是视觉和触感的享受，所以你潜意识中会浮现出游泳池里对方的身影，流露出内心对对方身材的渴望。你的性趣通常是比较注重肉感的，至于气氛和情感可能不会多考虑，你是个喜欢吃“荤菜”的人。
&nbsp;2&nbsp; "
C000013,"
　　泡泡温泉，做个火疗，在热情的温度里解除一身的疲惫和劳乏，相信没有比这个更惬意的事了。但是，很想一试为快的你一定要先知道这个道理：火疗并非人人适合。
　　在许多温泉胜地常有这样的服务项目，泡完温泉后可再做个火疗，据说此法是用特殊药物喷火加热，通过与皮肤的广泛接触、浸润，透过表皮渗透到体内肌肉、血液及骨髓中去，可以活血化淤、温经通络、祛风散寒、止痛消炎。据报道，很多人试后都感觉效果确实挺好，但美中不足的是有一部分人在做过火疗后却意外地患上了口腔溃疡。
　　对此，中日友好医院中医按摩科主任唐学章认为，这种火疗的方法通过高温加热，让皮肤上敷着的药物渗透到体内，的确可以治疗气血不活、筋骨疼痛。人到中年，筋骨疼痛是常见的毛病，按中医的解释即风湿入骨，受了风寒湿邪的侵袭。而火疗正可以祛除病灶处的湿气，同时促进局部血液循环，达到止痛、恢复机能的目的。
　　但是，这种火疗的方式只适合风寒性体质及阳虚体质的人，而热证、阴虚体质的人，由于体内偏火旺，做火疗，可能会加重内热，祛寒不成反而导致上火。
　　如何能自我辨别自己的体质是否能做火疗呢？
　　唐主任说，一般来说，常常手脚心发热、怕热的人正是属于阴虚体质，肯定是不宜做火疗的，而阳虚体质的人正相反，手脚发凉又怕冷，这类人很适合做火疗。　　另外，局部皮肤长有疖子、皮肤有破损，或患有易出血疾病（如血友病、血小板减少、紫癜等）的人也不适合使用火疗。
　　现在，有不少的洗浴中心都设立了火疗项目，那是为了赚钱，很少有主动标识出火疗适应人群的。
　　唐主任建议：想做火疗的人最好先到中医院进行相关咨询，对自己的体质有个基本的了解。并且，火疗只能起到一种保健作用，真要是患上了疾病，还是应去医院治疗，以免贻误了病情。"
C000013,"
　　大家都知道，口腔是用来说话、吃饭的器官。您是否知道，一些常见的性传播疾病在口腔黏膜上也会有明显的病变？我们可以从口腔发现性病的蛛丝马迹。这对保护自己和保护他人，都很有好处。



保护自己也保护他人
　　一、淋病
　　淋菌性咽炎在临床上较常见，主要表现为唇、颊、舌、牙龈、口底的黏膜充血，出现红斑，甚至为火红色黏膜面，也可以发生直径为2~3厘米的溃疡，表面覆盖黄白色假膜。咽部周围充血、发红，表面有散落小疱，发音嘶哑。
　　二、尖锐湿疣
　　可累及唇、颊、牙龈、腭、舌和咽喉部。初起为淡红色丘疹，逐步增大、增多，融合成乳头状赘疣，如菜花状。颜色暗红、灰白或灰黄，表面湿润、柔软，有恶臭。随着尖锐湿疣的增大，可堵塞呼吸道，引起呼吸困难，危及生命。
　　三、梅毒
　　梅毒是由性交、接吻、喂乳、输血、共用饮食器具等引起的为后天梅毒，由胎盘传染的称为先天梅毒。无论哪期梅毒，都可能有口腔表现。
　　Ⅰ期梅毒的主要表现是硬下疳，口腔是仅次于外生殖器的第二个好发部位。发病部位主要在唇、牙龈、舌、腭和咽喉部。患有唇部下疳者，表现为巨唇，唇的表面有棕色薄痂，常因化脓感染而溃烂，局部疼痛，有脓性分泌物，所属淋巴结肿大。患有舌部下疳者，多表现为舌前区覆盖灰色假膜，按之稍硬，疼痛不明显，颏下、颌下淋巴结肿大。
　　Ⅱ期梅毒可在感染后9~12周发生，为全身多部位损害，在口腔方面表现为梅毒性口炎和梅毒性黏膜斑。患梅毒4年未愈，即进入晚期，也就是Ⅲ期梅毒，此时口腔损害更明显。
　　先天性梅毒分为两种。4岁以前发病的称为早发性先天梅毒，其表现与成人Ⅱ期梅毒相似。在口腔方面主要表现为口腔黏膜斑，即在口腔黏膜上出现稍高于正常黏膜表面的卵圆形斑块，可以发生溃烂，一般无痛。
　　四、艾滋病
　　口腔表现是诊断艾滋病的重要指征之一。艾滋病患者常见的口腔征象有：
　　白色念珠菌病。表现与常见念珠菌病（俗称雪口症）相似，多发生在上腭及舌背部红色区域，也偶见于颊黏膜。可见白色斑点或斑块，但不明显，且有局部黏膜潮红，触痛剧烈，舌苔白而厚，不易剥离。也有慢性无痛性表现者，用一般制霉菌素、抗真菌药物治疗，不易好转。
　　毛状白斑样。是位于舌后两侧边缘的白色或灰色病变，不能除去，并见有垂直的皱褶，病变可延伸到舌腹部、舌背部。这种病变具有不寻常的病毒感染特征，使用抗生素治疗没有效果。
　　口腔疱疹样。口腔黏膜上出现小水疱样病变，其周围可有红晕，有些疱疹可连成片状或条状。牙龈线形红斑样：沿牙龈边缘出现界线清楚的火红的带状红斑，无溃疡，无牙周袋。采用去除牙石、去除牙菌斑等治疗方法不见好转。
　　卡波氏肉瘤。为艾滋病患者特征性的口腔表现，见于硬腭，也可发生于牙龈和舌，呈紫红色或深紫红色、淡蓝色，类似血管瘤临床表现的斑块或肿块。
　　［小编的话］很多疾病距离我们并不遥远，了解它才可能战胜它。搜狐健康特别推出携手抗击艾滋病专栏，让我们关爱他人也帮助自己！
　　"
C000014,"　　北京时间5月6日，中国羽毛球女队在尤伯杯决赛中以3∶0战胜强劲对手荷兰队，从而实现了尤伯杯的五连冠。这也是中国女队历史上第十次夺得尤伯杯赛冠军。五战五胜、不失一场，中国女队用骄人的战绩再度证明了自身在当今羽坛的霸主地位。
　　两大主力难以逾越
　　中国女队的领军人物当属现世界排名第一、第二的张宁和谢杏芳。综观近两年国际羽联的各大公开赛，只要有张宁、谢杏芳参赛，女单冠军几乎非两人莫属。自从雅典奥运会夺得女单冠军后，大器晚成的张宁无论是心态还是技术，都已非常成熟，她是中国羽毛球女队当之无愧的领军人物。较之于张宁的老成持重，年轻的谢杏芳同样拥有不俗实力。从2003年印尼公开赛夺冠、2004年成为尤伯杯冠军和中国公开赛冠军，到2005年世锦赛击败队友张宁夺冠，一路走来，瘦弱的谢杏芳用不俗的成绩证明，自己足以挑起中国女队的大梁。
　　尽管有人认为谢杏芳的发挥还不够稳定，担心张宁退役之后中国女队会出现群芳无首的局面，但在今年早些时候举行的全英羽毛球公开赛上，谢杏芳却用力克张宁夺得冠军的出色表现有力地回击了人们的质疑。应该说，有张宁、谢杏芳两大“定海神针”，中国女队就是所有世界强队面前难以逾越的高墙。
　　新人迅速成长崭露头角
　　中国羽毛球女队能在强手如云的国际羽坛屹立不倒，除了领军人物状态稳定外，还有一个重要的原因就是，后备人才充足、新人成长迅速。
　　在今年唯一一项张宁和谢杏芳均参赛但都没有夺冠的赛事———中国羽毛球大师赛上，小将王琳一飞冲天，连克张宁、王晨和谢杏芳一举夺冠。虽然最后王琳由于意外受伤没有搭上尤伯杯的“末班车”，但她的表现足以令人眼前一亮。
　　此外，打法稳健的蒋燕皎和进攻犀利的卢兰在近来也都有着出色的发挥。在今年的德国公开赛上，小将卢兰先后战胜谢杏芳、徐怀雯和王晨三大高手，最后与师姐张宁会师决赛。虽然在决赛中没能战胜张宁，但连克高手的表现却让人记住了年仅18岁的卢兰。首次出战尤伯杯，蒋燕皎便显示出了极佳的心理素质，尤其是在与新加坡队的1/4决赛中，顶替谢杏芳出任中国女队第二单打的蒋燕皎发挥出色，没有给对手邢爱英任何机会。而在与荷兰队的决赛中，蒋燕皎更是为中国女队锁定胜局。
　　女双孤独求败独霸天下
　　女双一直是中国队的优势项目，高/黄穗经验丰富、老而弥坚，虽然体力有所下降，但两人还是取得了今年全英公开赛的冠军。如今，高/黄穗更是坐稳了世界排名第一的宝座。而现世界排名第二的奥运冠军组合杨维/张洁雯也毫不示弱，不仅在今年德国公开赛上击败高/黄穗一举夺冠，在年初更是超过了老大姐成为世界第一。此外，小将杜婧/于洋也逐渐成长起来，尽管大赛经验还略显不足，但这对小将在今年却大出风头，先后在瑞士公开赛和亚锦赛上折桂。
　　成绩已经成为过去，尽管中国女队目前实力强大，但是距离2008年还有两年多时间，世界列强都在加紧备战。中国女队只有不断超越自我，才能在2008年北京奥运会上续写辉煌，捍卫自己“梦幻之师”的荣耀。
　　 本报记者 赵 越"
C000014,"　　　比赛结束后不到10分钟，天津队主教练刘春明和辽宁队主帅唐尧东就来到了新闻发布会的现场。尽管双方胜负有别，但两人并没有因为结果而影响情绪，对比赛他们都进行了客观的评价。
　　唐尧东一开口就向大家介绍了辽宁队阵容方面的问题，“张永海本轮停赛，臧海利昨天突然患病，本场比赛我们两名主力后卫不能上场，使球队的后防线遇到了非常大的困难，不得已把徐亮撤了回来。”然而他没有将失利的原因全部归咎于自身的人员不整，他很诚恳地说道：“天津队今天踢得确实很好，给我们制造了不少麻烦，祝贺他们取得胜利。”
　　刘春明发言时，保持着一贯的冷静，并礼貌地以“谢谢对手的夸奖”作为开场白。接下来，他仔细分析了一下全队的表现，“从整场情况来看，队员们对教练赛前的要求贯彻得很彻底，这一点值得肯定。另外，今天的比赛中大家创造了很多机会，这比前几场有很大提高。但不足之处就是防守中盯人不紧的情况仍然存在，同时对持球队员的逼抢还是不够快。”田旭在首轮联赛后就失去了主力位置，本场比赛重新回到首发，对这一变化，刘春明也作了简短的解释，“年轻队员不能长时间放在板凳上，他们需要比赛的机会，这场比赛安排他上场主要是为了提高球队在门将位置上的整体水平，这是为长远考虑，并没有其他原因。”
　　说到门将就不能不提辽宁队昨天的首发门将张鹭，这位天津籍小将本赛季已经坐稳了辽足的主力位置，而且前一段时间参加了国足短期集训。“尽管我们丢掉了4个球，但张鹭的总体表现可以用‘还可以’来概括。”发布会后，唐尧东谈了对张鹭本场比赛表现的看法。新报记者范文博
　　"
C000014,"










球队名称

总积分榜

积分


排名

球队

赛

胜

平

负

进

失

净


1

巴塞

36

25

7

4

77

29

4882 -->

82


2

皇马

37

20

10

7

67

36

3170 -->

70


3

巴伦西

37

19

12

6

57

31

2669 -->

69


4

奥萨苏

37

20

5

12

47

42

565 -->

65


5

塞维利

36

18

8

10

47

34

1362 -->

62


6

切尔达

37

19

4

14

44

33

1161 -->

61


7

拉科

37

15

10

12

47

44

355 -->

55


8

比利亚

37

13

15

9

48

39

954 -->

54


9

加泰

37

15

9

13

54

48

654 -->

54


10

马德里

37

13

12

12

44

36

851 -->

51


11

萨拉戈

37

10

16

11

45

48

-346 -->

46


12

毕尔巴

37

10

12

15

37

45

-842 -->

42


13

贝蒂斯

37

10

11

16

33

50

-1741 -->

41


14

桑坦德

37

9

13

15

36

47

-1140 -->

40


15

皇家社会

37

11

7

19

48

64

-1640 -->

40


16

马洛卡

37

9

13

15

34

50

-1640 -->

40


17

西班牙人

37

9

11

17

35

56

-2138 -->

38


18

艾拉维

37

8

12

17

34

54

-2036 -->

36


19

卡迪斯

37

7

12

18

31

52

-2133 -->

33


20

马拉加

37

5

9

23

36

63

-2724 -->

24"
C000014,"　　羽毛球需要更多的关注，更多的关注来自于悬念，来自于恩怨对决。而林丹和陶菲克就很好地出现在这个舞台上，给了众多球迷看下去的理由。
　　这两个人的技术和水平当然不需要怀疑，他们的对决总会是精彩的。但是如果只是偶然的相遇，这样的比赛当然是无法成为经典。在比赛中需要更多的恩怨情仇。
　　林丹和陶菲克的过往成为了羽毛球迷最渴望见到的对决，因为只有这样充满火药的角斗才足够满足所有人的欲望。虽然，昨天的比赛显然不如人们预想的激烈。林丹比较轻松地以2比0击败陶菲克，两局只让陶菲克得了24分，报了世锦赛一箭之仇的同时也为中国队赢得了开门红，奠定了最后胜利的基础。
　　在比赛中，林丹很少去和陶菲克纠缠网前小球，而是想办法压制住了陶菲克的反手进攻，林丹的速度优势也在比赛中发挥得淋漓尽致，移动步法明显快于陶菲克。在场上只有招架之功疲于奔命的人真的是那个勇夺奥运会世锦赛双料冠军的陶菲克吗？
　　这次对决，由于陶菲克有腰伤，让这次的对决显得不那么具有足够的说服力。不过我们又有了一次新的期待———马德里世锦赛的男单比赛。林丹还能征服陶菲克吗？
　　"
C000014,"  新华社照片，北京，2006年5月8日    [体坛聚焦]（10）篮球――中国男篮观看升旗仪式    5月8日，中国男篮集训队队员向国旗护卫队赠送篮球。当日，正在军训的中国男篮集训队队员及教练员到天安门广场观看升旗仪式，并参观了国旗护卫队驻地。    新华社记者摄
"
C000014,　　网队“三剑客”联手拿下69分，他们最后一节顶住热队疯狂反击。北京时间5月9日，新泽西网队在东部季后赛次轮首战中客场100-88战胜迈阿密热队，他们取得1-0的领先，双方第二场将会于当地时间10日晚8：00在迈阿密继续进行。　　
C000014,"　　　特派记者　彭广京　本报东京5月5日电
　　中国男队今天战胜印尼男队，挺进本届汤姆斯杯决赛，中国羽毛球队总教练李永波赛后对中国男队上场的4名队员的表现非常满意，并赞扬他们在赛场上既打出了自己的技战术水平，又打出了中国男队的精神面貌，他代表教练组“感谢林丹开了个好头，感谢蔡赟、傅海峰能再接再厉，感谢鲍春来最后一鼓作气”。
　　李永波说：“中国男队尽管今天是以3比0的总比分取胜，但双方在场上的表现都是十分精彩的，只是中国男队的几名队员表现更为出色。他们在双方比分胶着，甚至在落后的情况下都没有放弃，并最终赢得了比赛的胜利，他们这种锲而不舍的精神值得称赞。”
　　李永波认为，通过本场比赛，可以看出中国男队的这些年轻队员都已成熟。他说：“他们都完全进入了状态，但他们所表现的状态并不是像以往年轻队员一样在场上又喊又叫的那种兴奋，而是能够以稳定的心态控制自己的比赛节奏。”
　　以总比分0比3输给中国男队无缘汤杯决赛后，印尼男队并不服气。印尼羽协主席苏迪约索赛后表示，0比3的比分有些出乎印尼男队的意料，他们原本以为至少能赢2盘。“我们现在有很多出色的年轻选手，我们将在接下来的2年内给年轻选手更多的锻炼机会，让他们尽快成长。”苏迪约索赛后说，“2008年汤杯比赛，我们雅加达见，那时我们一定会战胜中国男队。”
　　"
C000014,"  新华社照片，北京，2006年5月9日   （体育）（3）乒乓球――为乒乓健儿庆功     5月9日，中国男乒主教练刘国梁在巨型球拍上签名。当日，“庆祝中国乒乓球队荣获第四十八届世乒赛男、女团体冠军”庆功酒会在北京人民大会堂举行。    新华社记者王毓国摄
"
C000014,"








　　NBA技术统计：太阳快船狂得分 纳什31分12助攻
　　搜狐体育讯：北京时间5月9日，新泽西网队在东部决赛首战中以100-82战胜迈阿密热队，他们取得七场系列赛的第一场胜利。
　　文斯-卡特拿下27分，贾森-基德得到22分，理查德- 杰弗逊在第三节受伤下场前拿下20分，网队在第三节一度领先28分，他们最终顶住热队在第四节的反扑取得这个赛季对他们来说最大的胜利。　文斯-卡特赛后说：“从一开始我们就注意力集中，我们想要告诉大家我们有竞争力，我想要打好，我们是一支非常出色的球队。”
　　热队的韦德拿下25分，奥尼尔上半场受到犯规困扰，第四节发威拿下20分10个篮板，贾森-威廉姆斯得到 12分，网队利用热队的17次失误得到24分。韦德赛后沮丧的说：“我们没有给自己一次机会。”双方第三场将会于当地时间周三继续在迈阿密进行。
　　克里福德-罗宾逊在第四节9分53秒投中三分球帮助网队89-65领先，此时迈阿密球迷对主队的表现嘘声一片。不过热队随后找到感觉，他们在5分半钟内打出18-3的比分，奥尼尔爆发拿下其中的11分，他连续命中帮助热队在4分21秒追成83-92。不过卡特随后连得5分，基德在1分56秒跳投命中帮助网队重新拥有13 分的领先优势。网队的主教练劳伦斯说：“我们很幸运，很明显他们的追分势头很猛，你必须相信迈阿密热队能够打出这样的表现。”
　　理查德-杰弗逊在第三节扭伤右脚腕下场，经过X线照射他的伤不容乐观，但是杰弗逊下场后网队反倒打出一段得分高潮。杰弗逊的脚伤仍然不确定能否参加双方第二场比赛，杰弗逊赛后说：“在我看来我每场都能首发，我相信我能打比赛，如果有任何一种方式能够上场，我肯定会出战的，我相信我能够在第二场上场，不过现在我必须要等到周三6：30以后才能确定。”
　　杰弗逊在第三节4投4中拿下11分，他在3分55秒受伤下场，网队随后打出18-5的比分，卡特和基德并没受到杰弗逊下场影响。基德和杰弗逊开场表现并不好，基德上轮打步行者命中率仅为29%，不过今天热队失误成全了网队。热队的主教练帕特-莱利说：“以这种方式开始并不是我想要的。”
　　奥尼尔今天状态不佳，在威廉姆斯开场10秒上篮命中后，他很快就两次失误一次犯规，直到第四节大鲨鱼才恢复他的本性，现场的球迷也开始为他欢呼。网队首节就打出12-0的比分，第三节们又打出13-0的得分高潮，他们报了在常规赛被对手横扫均场输11 分之仇。基德说：“在这场比赛中，我们感觉如果打够打出好的开局，我们就有机会取胜。”
　　克尔斯蒂奇得到11分，基德还有9个篮板7次助攻，哈斯勒姆为热队得到10分。热队开场前7分半钟仅投中两球，网队26-13领先。热队首节出现9次失误，网队抓住机会得到14分，网队的老板和他的女朋友非常高兴。
　　奥尼尔由于直到第二节4分57秒才上场，不过他没有得分出现2次犯规3次失误，热队上半场几乎全靠韦德了，韦德上半场得到20分，不过网队全面开花，他们64-46领先。热队主教练莱利说：“比赛开始我们并没有做好准备，而他们当打出自己的水平。”
　　热队曾经在第三节追分，他们在9分钟时依靠哈斯勒姆的跳投将分差缩小到15分，不过奥尼尔在25秒后对卡特犯规，他再次下场而热队失去了追分的动力。基德和卡特联手拿下8分帮助网队在4分半钟内打出13-0的比分，4分12秒网队已经82-54领先了。热队的安东尼-沃克为球队开脱，他说：“我已经打了10年了，如果你们不相信我们做出过调整，那你真的不懂篮球了。”（搜狐体育：SOSO）
　　"
C000014,"
&nbsp;&nbsp;&nbsp; 搜狐体育讯 虽然广州队今日轮空，但本轮中甲大战仍然看点十足，在四支冲超球队的捉对比拼中，江浙双雄双双折戟。 
&nbsp;&nbsp;&nbsp; 
在大黑马青岛面前，浙江绿城遭遇了赛季首败，不得不暂时让出了榜首位置。如果说青岛队的前六场不败还是和对手实力普遍不强有关，而经过昨日一役，该队本赛季冲超第一热门的形象已经完全树立起来，不再容得任何人小视。 

&nbsp;&nbsp;&nbsp; 
而江苏经今日一败，排名下滑至第9，甚至位列延边、上海等弱旅之后，已基本退出冲超行列。该队在近四场与冲超主要对手的争夺中，成绩仅为1平3负，面对如此糟糕战绩，马林的帅位想必也坐不长久了。 

&nbsp;&nbsp;&nbsp; 
广州队在少赛一场的情况下，落后青岛5分，这样的差距说大不大，但说小也不小，对比去年同期6场战罢3胜2平1负积11分同列第4位的成绩，广州队目前还多拿了1分，也就是说，广州队今年的成绩还算稳定，甚至略有提升。但想要冲超，仅仅保持稳定是不够的，排在第三、第四，对广州队来说毫无意义，球队需要的是一个加速度。 

&nbsp;&nbsp;&nbsp;&nbsp;去年同期，排名前两位的正是最后冲超成功的长春与厦门，而且长春队当时也是7轮战罢5胜2负保持不败，成绩和如今的青岛一样。从这个角度上说，青岛队今年冲超成功的概率已经相当大了，如果球队内部不再出现诸如去年“欠薪”风波这样的问题，别的球队单凭实力将很难挤掉他们。 

&nbsp;&nbsp;&nbsp; 
另外值得一提的是河南队，这支混迹中国次级别联赛多年的队伍是除青岛外目前惟一保持不败的球队，虽然该队５场只丢一球，但也只进４球，攻击力的严重疲软影响了球队成绩的进一步提升，从这一点上说，河南队是排名前列的球队中冲超希望最小的一支。 

&nbsp;&nbsp;&nbsp; 
在下轮比赛中，广州对阵青岛将是最值得关注的一场比赛，休整一周的广州队如果能借主场之利擒下青岛，不仅能拖住对手前进的脚步，也将在士气上得到极大的提升。（搜狐特约记者 
陈纲） 


&nbsp; "
C000014,"　　本报青岛专电 两周前，青岛海信刚尝了回中甲老大的滋味，一转眼就被绿城赶下宝座。今天下午3点，绿城将在客场挑战青岛海信，青岛队发誓要再次夺权；而绿城尽管面临主力缺阵、雨战不利技术发挥等多种困难，却也要迎难而上，捍卫自己的地位。
　　多名主力缺阵
　　曹轩没来，程谋义没来，联赛前5轮，曹程二人都是绿城雷打不动的主力，却在上轮与广州队的“火拼”中受伤，第一次双双缺席绿城的比赛。
　　“他们的伤势并不是特别严重，但考虑到联赛是个漫长的过程，为了保护他们，这次就让他们留在杭州养伤。”绿城俱乐部副总经理鲍仲良表示。
　　绿城前场并不乏球员，蔡楚川、黄隆、杨征、沈刘曦等人都可以顶程谋义的缺，而在人员单薄的后卫线，由于许磊也有拉伤，能用的就只有吴伟、杨小奇和焦凤波三人了。
　　最为不利的消息也许就是堤科的受伤，他在前天的训练中不小心膝部撞伤，昨天走路还一瘸一瘸的。“堤科的新伤看上去还有点严重，明天能不能上场，还要问队医。如果他需要养伤，我绝不会为了一场比赛而冒险让他上场。”绿城主教练王政表示。
　　面临雨中作战
　　昨天青岛下了大雨，天泰体育场积水严重，绿城的赛前场地适应训练也被迫取消。全队改在海边散步，放松心情。
　　今天青岛很可能会继续下雨，这对走地面进攻路线的绿城十分不利，却适合青岛队的高举高打、长传冲吊。对此，王政表示他不会改变既定打法。“我们已经做好了应对各种困难的准备，我会根据人员伤病情况和比赛场地状况做出相应的调整，但不会贸然改变打法，还是要把训练中的东西发挥出来。”
　　青岛誓取三分
　　对于今天这场比赛，绿城俱乐部比较低调，为了给球员减压，甚至表示“即使输球也能够接受”。而青岛海信则高调得多，据悉他们把第六、七、八轮联赛视为今年的第一个攻坚战役，并把目标定为5分，即客场从舜天、广药身上各取一分，主场拿下绿城全取3分。
　　两家俱乐部一个高调，一个低调，绿城主教练王政却有他自己的想法。王政表示，青岛海信今年阵容齐整，发挥稳定，防守也不错，6场比赛仅失2球。但王政认为绿城的实力要强于对手，他说：“正常的实力对比，我们要更强一些。而且，既然我来到这里，我就有信心取得我想要的结果。”王政没说他要的结果是胜还是平，但显然，输球并不是他本人能够接受的。
　　去年，绿城在青岛栽了跟头，王政显然不希望两次在同一条阴沟翻船。“领头羊？不是谁想做就能做的。” 本报记者 史一方
　　"
C000014,"

   
    足彩胜负玩法06031期赛果
  
   
    队名
    佛
      罗
      伦
    国
      
      米
    尤
      
      文
    莱
      
      切
    梅
      西
      纳
    帕
      尔
      玛
    罗
      
      马
    乌
      迪
      内
    阿
      森
      纳
    博
      尔
      顿
    埃
      弗
      顿
    曼
      
      联
    朴
      茨
      茅
    西
      汉
      姆
  
   
    胜负彩
    3
    1
    3
    1
    0
     0
    3
    3
    3
    3
    1
    3
    0
    3
  
   
    详细比分>> 
    
  



   
    足彩胜负玩法06031期开奖结果
  
   
    一等奖
     2746 (注) 
     8982 (元/注) 
  
   
    二等奖
     48446 (注) 
     218 (元/注) 
  
   
    　销售额： 55060766 元
  
   
    开奖详情>> 
    
  



   
    任选九场胜负玩法06031期开奖结果
  
   
    一等奖
    150536 (注)
    66 (元)
  
   
    　销售额：15683736 元
  
   
    开奖详情>> 
    
  



   
    足彩任选九场玩法06031期冷门排行
  
   
    排名
    对阵
    赛果
    胜
    平
    负
    &nbsp;
  
   
    1
    西汉姆 2-1 热刺
    3
    6.91 
    15.14 
    77.95 
    评
  
   
    2
    埃弗顿 2-2 西布朗
    1
    79.83 
    17.46 
    2.72
    评
  
   
    3
    国米 1-1 锡耶纳
    1
    80.07
     18.00
     1.93 
    评
  
   
    4
    梅西纳 1-2 恩波利
    0
    45.49
     33.78 
    20.74 
    评
  
   
    5
    莱切 0-0 切沃 
    1
    7.76 
    21.02 
    71.22 
    评
  
   
    胜负彩冷门排行>> 
      　任选九场冷门排行>>
  


"
C000014,"　　新华社北京5月8日体育专电国际泳联跳水大奖赛第六站比赛于当地时间7日在加拿大维多利亚落幕，中国队在当日的3个项目较量中大获全胜，从而将这站比赛全部8枚金牌中的7枚收入囊中。
　　在男子跳台决赛中，中国小将林跃继续其今年以来的高水平稳定发挥，以531.25分赢得金牌。其中，他决赛的第四个动作最为“惊艳”，让7位裁判中的4位打出满分10分。世锦赛亚军、古巴名将何塞以525.20分紧随其后获得银牌，德国选手海科取得铜牌。
　　林跃前一日还与搭档火亮在男子双人跳台比赛中称雄。至此，这位16岁的跳台新宠在今年参加的4站大奖赛比赛中，已收获单人、双人金牌各3枚。
　　此外，跳水“梦之队”的两对世锦赛冠军组合也都捍卫了自己的荣誉，何冲/王峰赢得男子双人3米板金牌，郭晶晶/李婷夺得女子双人3米板桂冠。何冲也是本站男子3米板比赛的冠军。郭晶晶则在女子3米板较量中不敌队友吴敏霞，自2005年以来首次在该项目中失手。
　　中国队此次惟一旁落的就是女子跳台金牌，2003年世锦赛冠军、东道主名将赫曼斯力压中国小将贾童夺魁。不过，贾童和陈若琳在女子双人跳台比赛中夺冠。
　　中国队随后将前往美国，参加当地时间11日至14日进行的第七站比赛。
　　"
C000014,"
　　哈林巫师的精彩花式篮球表演，还可以欣赏到济南本土优秀歌手的演出——国际将军杯CBA我唱我秀大赛的前三名将应邀为哈林巫师助阵。
　　据介绍，5月3日晚，“我唱我秀”的冠军李晓南、亚军詹文静、季军戴亮不但会演唱自己的拿手节目，还会推出一些经过本报记者改编的新作品，保证让大家有耳目一新的感觉。作为《时报体育》的形象大使，李晓南和戴亮表示，将全力以赴准备好本次演出，5月3日晚一定表现出自己最好的状态。
　　“德尔惠2006哈林巫师中国行”济南联通杯花式篮球表演赛，将于5月3日19点30分在济南皇亭体育馆进行。本次比赛由济南时报和中国联通济南分公司共同主办，济南时报文化传播有限公司承办，名峰体育文化有限公司协办，北京明日经济发展公司推广。对阵双方是美国哈林巫师和山东师范大学男篮，济南球迷将可以有机会见识街球梦之队的精彩表演。据悉，哈林巫师初定于5月2日抵达济南，下榻舜耕山庄。
　　售票电话：82886533 "
C000014,"　　印尼双打教练纪明发昨天向记者透露，双打名将陈甲亮退出国家队后，西吉特将和林培雷组成双打组合，试用一年，本月底的印尼公开赛将是他们的处子秀。
　　印尼队的这个决定也说明印尼羽协已经默认了陈甲亮的离开，陈甲亮也表示已经口头上向印尼羽协提出了离开的要求，将于近期正式递上申请。陈甲亮离开之后，林培雷将与西吉特配对。林培雷是上届汤杯印尼队的二双，当时他与徐永贤配对，但半年前徐永贤因为不满印尼羽协的官僚做派，提出了退出国家队的申请。如今陈甲亮走上了徐永贤的路子，留下的西吉特和林培雷于是被拉郎配。
　　除了球员重新配对外，印尼羽协也希望加强教练组的力量，于是向前马来西亚主教练韩健发出了邀请，对于聘金，印尼羽协表示价钱韩健随便开。即便如此，还是遭到了韩健的拒绝。韩健表示如今自己与马来西亚一所羽毛球学院有约，无法接受印尼羽协的邀请。上世纪80年代，有“牛皮糖”称号的韩健曾是中国队的主力单打，并曾夺得过1985年世界锦标赛单打冠军。1992年，他率领的马来西亚队接连战胜中国队和印尼队夺得汤杯，成为他教练生涯最为光辉的一刻。 （《今晚报》李睿）
　　"
